time,a,b,c,d
3316887231,19437,5779,19146,5777
3316949732,19311,5772,19192,5777
3317012233,19291,5778,19130,5781
3317074733,19086,5779,19027,5780
3317137233,19196,5777,19001,5778
3317199734,19141,5777,19065,5777
3317262233,29252,29132,19936,5873
3317324734,277,5826,9801,5762
3317387234,292,5768,23494,29202
3317449733,29249,29249,29289,29244
3317512234,29128,5877,7064,5846
3317574733,278,5755,7300,5765
3317637233,21701,29197,29248,29269
3317699734,29267,29212,27038,29186
3317762234,283,5835,2642,5845
3317824735,275,5762,14883,5782
3317887235,29249,29229,29249,29249
3317949736,29285,29185,18550,16896
3318012236,276,5833,2741,5751
3318074737,275,5763,22939,14694
3318137237,29249,29229,29259,29321
3318199737,29275,16939,8891,5854
3318262237,276,5745,7100,5765
3318324738,5376,16327,29240,29269
3318387237,29249,29314,28938,29180
3318449737,6828,5835,3724,5846
3318512238,276,5758,13718,5779
3318574738,29239,29229,29269,29229
3318637237,29282,29180,21708,29178
3318699737,277,5832,3100,5848
3318762237,275,5761,21424,5796
3318824737,29269,29209,29269,29279
3318887238,29274,29178,11749,5858
3318949739,276,5830,6344,5768
3319012239,331,5780,28736,29309
3319074739,29249,29279,29271,29182
3319137240,25346,5857,5155,5844
3319199740,274,5757,11994,5780
3319262240,18295,28981,29344,29254
3319324741,29286,29191,25817,29188
3319387240,29212,29050,22509,28771
3319449740,28906,6461,21763,5875
3319512240,25612,5792,21117,5781
3319574740,26352,5794,20788,5779
3319637240,26187,5785,20575,5779
3319699740,25640,5790,20362,5778
3319762240,24960,5783,20199,5776
3319824740,24250,5786,20039,5780
3319887240,23462,5780,19833,5777
3319949740,23060,5781,19798,5777
3320012240,22459,5777,19739,5777
3320074740,22046,5782,19569,5777
3320137241,21367,5778,19572,5779
3320199740,20954,5781,19528,5777
3320262240,20559,5783,19404,5777
3320324741,20337,5779,19326,5779
3320387241,20224,5781,19299,5778
3320449742,19815,5776,19257,5778
3320512242,19593,5779,19228,5780
3320574741,19424,5779,19157,5778
3320637241,19291,5780,19131,5777
3320699742,19089,5778,19073,5778
3320762242,19051,5784,19076,5779
3320824743,18966,5782,19086,5777
3320887242,18868,5780,19032,5778
3320949742,18848,5780,18969,5780
3321012243,18830,5779,18985,5777
3321074744,18815,5778,18914,5781
3321137243,18690,5783,18991,5778
3321199744,18645,5780,18944,5781
3321262244,277,5741,10897,5763
3321324745,325,5772,23230,29200
3321387244,29249,29209,29274,29238
3321449744,28993,5877,7133,5849
3321512244,277,5756,7252,5773
3321574744,23260,29198,29252,29259
3321637244,29250,29200,26858,29179
3321699745,281,5833,2472,5846
3321762245,277,5759,15075,5781
3321824746,29239,29209,29269,29229
3321887245,29277,29179,18249,14933
3321949745,275,5832,2891,5754
3322012245,275,5761,23270,16682
3322074746,29269,29249,29269,29323
3322137245,29285,15079,8544,5850
3322199745,274,5747,7326,5766
3322262245,6579,18300,29248,29269
3322324745,29269,29319,28856,29187
3322387246,5351,5836,3623,5845
3322449746,275,5760,14044,5782
3322512246,29244,29229,29229,29249
3322574745,29282,29180,21203,29177
3322637246,276,5833,3031,5845
3322699747,275,5764,21728,5793
3322762247,29249,29249,29269,29309
3322824747,29283,29184,11284,5862
3322887248,274,5835,6388,5768
3322949749,441,5782,28889,29319
3323012249,29269,29309,29280,29189
3323074749,24339,5857,5076,5845
3323137250,275,5754,12381,5778
3323199749,29126,29329,29269,29229
3323262250,29268,29182,24451,29178
3323324749,275,5837,3163,5848
3323387249,273,5761,19590,5797
3323449750,29249,29209,29249,29249
3323512251,29284,29184,15444,7188
3323574752,273,5837,5426,5762
3323637252,274,5764,26969,29254
3323699753,29249,29249,29269,29248
3323762254,29274,6486,7019,5852
3323824754,273,5752,10566,5773
3323887254,18549,29269,29249,29229
3323949754,29269,29238,27544,29180
3324012255,1103,5835,3703,5845
3324074755,273,5757,17336,5788
3324137255,29269,29229,29269,29229
3324199756,29278,29179,18795,28838
3324262256,274,5836,4307,5848
3324324756,273,5763,24416,12125
3324387257,29269,29209,29269,29331
3324449758,29277,28339,9294,5855
3324512258,273,5772,8452,5772
3324574757,3907,13318,29239,29209
3324637257,29269,29329,29164,29186
3324699758,16365,5845,4476,5849
3324762257,271,5760,14724,5783
3324824758,29249,29229,29269,29249
3324887257,29292,29187,22250,29185
3324949758,273,5839,3701,5851
3325012258,272,5764,21877,5794
3325074759,29269,29209,29269,29249
3325137259,29277,29177,12932,5857
3325199759,273,5831,8136,5770
3325262258,10423,14050,29287,29241
3325324759,29277,29184,25467,29068
3325387259,26755,5895,22046,10111
3325449760,29192,27516,22370,22355
3325512259,28714,9295,21450,16473
3325574759,29069,26949,21335,26832
3325637260,28952,17208,20881,11617
3325699760,28558,6221,20546,5934
3325762260,27706,5820,20367,5806
3325824761,27131,5791,20184,5779
3325887262,26363,5790,20005,5778
3325949762,25556,5786,19906,5778
3326012262,24932,5789,19793,5778
3326074762,24132,5784,19638,5783
3326137263,23706,5786,19605,5779
3326199763,23289,5783,19566,5778
3326262263,22677,5781,19455,5783
3326324762,22256,5782,19364,5780
3326387263,21962,5785,19389,5777
3326449763,21592,5781,19304,5777
3326512263,21201,5781,19267,5776
3326574764,20844,5778,19231,5780
3326637263,20612,5777,19221,5778
3326699764,20551,5781,19204,5772
3326762264,20282,5781,19169,5781
3326824765,20022,5781,19167,5779
3326887265,19845,5776,19083,5777
3326949765,19790,5779,18998,5782
3327012266,19727,5784,18937,5777
3327074767,19544,5782,18941,5778
3327137267,19378,5778,18948,5781
3327199767,23212,5821,20377,29155
3327262267,639,5838,12738,5858
3327324767,277,5756,15158,5779
3327387267,29245,29289,29249,29229
3327449768,29286,29186,17167,6082
3327512268,277,5831,2333,5756
3327574769,275,5768,23589,29197
3327637270,29249,29249,29289,29242
3327699770,29214,5882,7403,5848
3327762271,276,5754,7413,5770
3327824772,15572,29188,29239,29249
3327887273,29259,29233,27710,29179
3327949773,314,5836,2757,5845
3328012273,276,5757,14518,5783
3328074772,29240,29229,29269,29209
3328137273,29279,29179,19303,23665
3328199772,277,5831,2709,5752
3328262272,276,5761,22517,9648
3328324772,29269,29229,29269,29329
3328387273,29278,23052,9274,5856
3328449774,275,5748,6852,5769
3328512273,3240,11634,29225,29307
3328574773,29249,29326,29142,29181
3328637274,11789,5834,3980,5845
3328699774,275,5757,13497,5786
3328762274,29244,29269,29269,29249
3328824775,29293,29189,22207,29187
3328887275,275,5836,2872,5849
3328949774,274,5767,21062,5795
3329012275,29259,29249,29249,29259
3329074775,29278,29179,12596,5859
3329137274,275,5828,6001,5761
3329199775,274,5765,26601,23033
3329262274,29269,29190,28443,29184
3329324775,29279,29176,23146,29080
3329387275,29231,27432,22142,7562
3329449776,26281,5886,21216,5806
3329512276,26444,5794,20776,5785
3329574777,26738,5791,20571,5779
3329637277,26159,5791,20343,5773
3329699778,25503,5787,20176,5778
3329762279,24829,5786,20000,5780
3329824780,24173,5784,19908,5777
3329887279,23438,5783,19781,5779
3329949780,22781,5779,19690,5779
3330012281,22108,5787,19576,5778
3330074782,21702,5783,19538,5779
3330137283,21151,5783,19476,5784
3330199783,20970,5782,19412,5783
3330262284,20698,5781,19365,5779
3330324785,20425,5784,19292,5778
3330387285,20167,5781,19234,5777
3330449786,19952,5777,19230,5777
3330512285,19474,5779,19176,5780
3330574786,19669,5780,19154,5780
3330637287,19584,5778,19183,5778
3330699786,19375,5779,19171,5779
3330762287,19402,5780,19201,5777
3330824787,19138,5779,19206,5781
3330887287,19044,5783,19108,5777
3330949788,18938,5781,19081,5780
3331012288,18962,5779,19028,5780
3331074788,18964,5785,18990,5778
3331137289,18738,5785,19033,5780
3331199789,292,5745,13846,5766
3331262289,276,5754,15387,5780
3331324789,29244,29289,29229,29249
3331387289,29277,29178,16817,5866
3331449789,276,5829,2422,5755
3331512289,275,5767,23945,29205
3331574790,29269,29249,29279,29231
3331637291,28925,5878,7013,5853
3331699792,276,5753,7719,5771
3331762293,18369,29199,29239,29249
3331824793,29249,29220,27410,29181
3331887292,293,5834,2786,5845
3331949793,275,5758,15139,5783
3332012293,29249,29229,29269,29249
3332074793,29277,29181,18756,20345
3332137293,277,5835,3039,5754
3332199793,274,5764,23048,12939
3332262294,29269,29209,29259,29329
3332324793,29277,20102,9113,5856
3332387294,275,5746,7181,5768
3332449794,4487,14587,29232,29269
3332512295,29249,29325,29059,29187
3332574794,8928,5837,3926,5847
3332637294,274,5757,13765,5784
3332699794,29244,29249,29269,29249
3332762295,29290,29188,21857,29186
3332824795,275,5838,3082,5848
3332887296,273,5763,21393,5796
3332949796,29249,29249,29249,29279
3333012297,29285,29187,12123,5858
3333074797,274,5829,6321,5763
3333137298,295,5783,28608,29328
3333199798,29249,29212,27299,29180
3333262298,14428,5856,13859,5864
3333324799,21689,5799,23552,5792
3333387299,24428,5785,22076,5779
3333449799,24648,5786,21206,5781
3333512300,25981,5792,21159,5779
3333574800,25490,5789,20826,5778
3333637300,25103,5787,20573,5781
3333699801,24743,5785,20400,5779
3333762302,24204,5791,20356,5781
3333824803,23779,5781,20122,5778
3333887304,23274,5781,19878,5777
3333949805,22669,5785,19873,5778
3334012305,22318,5786,19885,5777
3334074805,21932,5778,19816,5778
3334137306,21622,5781,19664,5779
3334199807,21289,5786,19572,5778
3334262306,20999,5787,19550,5782
3334324807,20698,5782,19434,5779
3334387306,20480,5781,19284,5783
3334449806,20142,5778,19249,5780
3334512307,19916,5780,19211,5777
3334574807,19835,5788,19177,5779
3334637307,19817,5781,19161,5778
3334699808,19681,5780,19110,5783
3334762308,19380,5780,19011,5778
3334824808,19621,5784,18993,5774
3334887309,19598,5783,18983,5776
3334949809,19369,5780,19025,5780
3335012310,19252,5780,18926,5778
3335074811,18945,5781,18929,5777
3335137312,19039,5782,18999,5779
3335199812,19149,5777,18976,5778
3335262312,19034,5780,19003,5772
3335324812,18714,5781,19026,5781
3335387312,19161,5782,18981,5779
3335449813,19088,5780,18922,5779
3335512314,18938,5781,18960,5780
3335574813,18936,5780,19016,5780
3335637314,18747,5787,18994,5780
3335699814,18703,5787,18939,5778
3335762314,18980,5781,19021,5779
3335824815,19104,5782,19024,5778
3335887316,19023,5780,19022,5780
3335949817,18956,5783,19078,5781
3336012316,18791,5779,19038,5777
3336074816,18892,5786,19020,5777
3336137317,18845,5782,19026,5779
3336199817,18836,5784,19005,5785
3336262316,18850,5779,19037,5778
3336324817,18998,5783,19048,5778
3336387318,18814,5779,19001,5780
3336449818,18852,5782,19028,5778
3336512318,18885,5778,19034,5779
3336574818,18959,5779,19029,5779
3336637318,18923,5780,18998,5778
3336699819,18900,5779,19023,5783
3336762320,18986,5783,19029,5780
3336824820,18947,5779,19045,5775
3336887321,18979,5781,18917,5777
3336949821,19069,5783,18994,5780
3337012322,19066,5787,18983,5784
3337074823,19019,5779,18985,5779
3337137323,19121,5782,19256,5778
3337199824,24300,5867,16855,5864
3337262325,276,5747,10312,5766
3337324826,29265,29197,29241,29307
3337387327,29253,29201,26685,29180
3337449827,278,5837,2069,5847
3337512328,276,5765,15420,5783
3337574828,29239,29229,29269,29229
3337637328,29278,29179,17166,7092
3337699828,277,5832,2990,5755
3337762329,275,5765,23741,23831
3337824830,29269,29209,29259,29280
3337887331,29272,6770,7885,5852
3337949831,276,5755,7641,5769
3338012330,11576,25699,29259,29249
3338074830,29269,29280,28328,29188
3338137331,1429,5838,3190,5847
3338199830,274,5760,14610,5782
3338262331,29249,29229,29269,29249
3338324831,29288,29187,20142,29106
3338387331,274,5836,3091,5848
3338449831,274,5764,22361,5800
3338512332,29249,29249,29249,29319
3338574832,29278,29106,10286,5854
3338637332,276,5833,6731,5771
3338699832,1333,5795,29205,29309
3338762333,29249,29319,29237,29182
3338824833,19318,5849,4687,5846
3338887334,275,5759,13002,5785
3338949834,29242,29269,29269,29229
3339012335,29279,29183,23585,29179
3339074835,275,5837,3226,5848
3339137336,275,5762,20197,5797
3339199835,29248,29259,29327,29196
3339262336,29278,29181,24126,29180
3339324837,29298,29017,22687,28338
3339387337,27941,5897,21545,5875
3339449836,26466,5794,21003,5784
3339512337,27145,5791,20757,5781
3339574838,26899,5796,20539,5777
3339637337,26363,5788,20405,5782
3339699838,25533,5786,20120,5778
3339762337,24860,5786,20029,5778
3339824838,24143,5786,19940,5779
3339887339,23527,5783,19788,5779
3339949840,22805,5783,19788,5779
3340012341,22410,5783,19737,5778
3340074841,22074,5782,19717,5779
3340137342,21612,5784,19579,5778
3340199842,21301,5780,19508,5779
3340262342,20911,5783,19467,5777
3340324842,20686,5781,19354,5781
3340387342,20331,5780,19326,5783
3340449841,20140,5782,19306,5778
3340512341,20054,5778,19253,5777
3340574842,19836,5780,19163,5777
3340637342,19454,5779,19115,5778
3340699841,19519,5780,19101,5779
3340762341,19285,5782,19029,5778
3340824842,19156,5781,19079,5779
3340887342,18946,5782,18951,5777
3340949842,18925,5785,18920,5778
3341012342,18630,5780,18974,5780
3341074841,18652,5783,18979,5780
3341137342,15603,5765,17282,5773
3341199841,276,5754,10782,5768
3341262342,29256,29204,29225,29349
3341324841,29268,29212,27145,29180
3341387342,280,5837,2107,5844
3341449841,277,5759,14923,5782
3341512343,29249,29229,29269,29209
3341574843,29279,29180,17560,8508
3341637343,277,5831,2790,5754
3341699843,276,5767,23336,21564
3341762343,29269,29209,29249,29285
3341824843,29272,8070,8163,5854
3341887344,277,5750,7395,5768
3341949843,10039,23563,29244,29269
3342012344,29269,29280,28498,29180
3342074843,2064,5838,3434,5845
3342137344,275,5757,14243,5782
3342199844,29240,29229,29269,29229
3342262344,29279,29181,20520,29157
3342324844,275,5838,2902,5852
3342387344,274,5766,21792,5794
3342449844,29249,29249,29249,29319
3342512344,29287,29161,10693,5858
3342574844,274,5836,6375,5772
3342637345,944,5790,29124,29319
3342699846,29269,29309,29252,29182
3342762346,20607,5846,4826,5843
3342824846,275,5758,12504,5781
3342887347,29242,29309,29269,29229
3342949847,29274,29182,23903,29179
3343012347,276,5836,3079,5848
3343074846,273,5768,19875,5797
3343137346,29249,29229,29279,29296
3343199847,29291,8155,13947,5864
3343262347,12249,5777,21082,5787
3343324846,25965,5795,23346,5782
3343387346,23583,5784,21252,5779
3343449847,25875,5793,21223,5779
3343512347,25695,5789,20893,5780
3343574846,25454,5788,20632,5778
3343637346,24996,5787,20441,5779
3343699846,24370,5791,20321,5778
3343762346,23928,5784,20164,5777
3343824847,23426,5787,19996,5781
3343887348,22851,5783,19886,5780
3343949847,22451,5782,19753,5783
3344012348,22006,5783,19682,5778
3344074848,21745,5782,19653,5781
3344137348,21482,5786,19612,5781
3344199847,21169,5782,19537,5780
3344262349,20906,5782,19481,5778
3344324849,20647,5781,19388,5779
3344387349,20532,5785,19352,5780
3344449850,20276,5783,19277,5779
3344512351,20159,5782,19211,5778
3344574852,19911,5778,19219,5778
3344637353,19761,5785,19257,5778
3344699854,19594,5781,19220,5780
3344762353,19536,5778,19196,5778
3344824854,19301,5777,19195,5779
3344887353,19347,5785,19155,5779
3344949854,19443,5781,19071,5779
3345012354,19266,5786,19043,5779
3345074853,19233,5780,18993,5781
3345137353,1344,5746,15255,5769
3345199853,11206,21868,25257,29202
3345262353,29265,29216,28381,29189
3345324854,277,5837,5998,5845
3345387354,276,5757,12778,5776
3345449854,29247,29339,29269,29209
3345512353,29278,29180,18747,6801
3345574854,277,5833,2293,5757
3345637355,276,5762,22400,22328
3345699855,29269,29209,29259,29284
3345762355,29273,7750,8219,5853
3345824855,276,5751,6734,5766
3345887355,10696,24471,29236,29299
3345949855,29269,29275,28446,29180
3346012355,2008,5834,3184,5847
3346074855,275,5763,13739,5786
3346137356,29244,29269,29269,29249
3346199856,29288,29188,20530,29162
3346262357,275,5838,2634,5852
3346324857,274,5763,21670,5792
3346387357,29249,29249,29249,29319
3346449857,29287,29155,10546,5857
3346512357,274,5837,6244,5766
3346574856,1153,5790,29148,29339
3346637356,29269,29329,29255,29189
3346699856,20534,5846,4674,5847
3346762357,275,5759,12327,5781
3346824857,29247,29329,29269,29209
3346887357,29277,29182,23790,29179
3346949856,276,5837,2932,5846
3347012356,274,5766,19858,5794
3347074857,29269,29229,29269,29249
3347137357,29280,29179,13845,5858
3347199858,274,5833,14665,5784
3347262358,6482,5775,24031,5786
3347324858,14508,5778,21169,5784
3347387358,21124,5789,21326,5781
3347449857,24980,5792,21133,5777
3347512357,26153,5792,20833,5779
3347574857,26607,5793,20801,5782
3347637357,26301,5790,20643,5779
3347699858,25881,5788,20575,5779
3347762357,25558,5788,20430,5777
3347824858,25158,5789,20294,5779
3347887359,24582,5791,20118,5779
3347949860,24018,5785,19943,5782
3348012360,23471,5783,19786,5781
3348074859,22879,5786,19577,5779
3348137360,22535,5782,19550,5777
3348199859,22280,5785,19553,5779
3348262360,21911,5781,19473,5779
3348324860,21586,5786,19431,5777
3348387361,21345,5783,19348,5779
3348449861,21024,5780,19307,5779
3348512360,20844,5784,19297,5777
3348574861,20704,5780,19175,5775
3348637362,20532,5779,19106,5779
3348699861,20559,5784,19080,5777
3348762362,20326,5783,19128,5779
3348824861,20060,5779,19093,5780
3348887362,20140,5779,19090,5777
3348949861,19797,5781,19167,5781
3349012361,19802,5781,19131,5777
3349074862,19668,5780,19076,5775
3349137362,29284,29199,24341,29196
3349199862,29287,29188,26153,29186
3349262361,277,5835,6215,5846
3349324862,276,5763,12012,5784
3349387362,29264,29339,29249,29209
3349449862,29278,29179,19589,9240
3349512362,277,5829,2252,5752
3349574863,277,5767,21776,17477
3349637362,29269,29209,29249,29307
3349699862,29278,11954,8882,5853
3349762363,276,5752,6411,5765
3349824862,7557,19852,29212,29329
3349887363,29239,29302,28808,29189
3349949863,4141,5840,3489,5843
3350012363,275,5758,13144,5781
3350074864,29251,29309,29249,29249
3350137365,29290,29188,21304,29184
3350199865,276,5837,2591,5851
3350262365,275,5766,20996,5799
3350324866,29269,29209,29269,29299
3350387366,29277,29175,11286,5858
3350449867,277,5835,5819,5765
3350512367,520,5784,28730,29339
3350574868,29269,29289,29279,29189
3350637368,23610,5852,5002,5851
3350699868,274,5757,11788,5781
3350762368,29191,29329,29269,29229
3350824869,29269,29182,24468,29179
3350887369,276,5839,2998,5848
3350949869,274,5766,19205,5795
3351012369,29249,29249,29269,29249
3351074870,29287,29188,15600,10381
3351137369,274,5841,12910,5776
3351199870,3532,5779,24500,5789
3351262371,13408,5779,21269,5783
3351324871,19335,5783,21317,5781
3351387372,24577,5792,21244,5779
3351449873,25695,5789,20996,5779
3351512374,26360,5797,20798,5781
3351574874,26271,5791,20600,5778
3351637374,25745,5793,20456,5777
3351699874,25616,5790,20338,5779
3351762374,25091,5785,20193,5782
3351824875,24683,5789,20043,5782
3351887375,24133,5789,20031,5779
3351949875,23664,5787,19930,5778
3352012374,23444,5787,19783,5780
3352074874,23037,5783,19717,5779
3352137374,22655,5784,19665,5778
3352199875,22235,5781,19526,5778
3352262376,21973,5782,19503,5778
3352324876,21637,5781,19501,5779
3352387377,21392,5781,19441,5779
3352449878,21149,5780,19335,5783
3352512378,20927,5780,19288,5781
3352574879,20804,5781,19226,5775
3352637378,20460,5781,19196,5778
3352699879,20228,5785,19170,5777
3352762380,20134,5783,19159,5778
3352824880,19871,5780,19187,5778
3352887381,19778,5777,19148,5777
3352949881,19803,5781,19142,5779
3353012382,19765,5776,19013,5778
3353074881,19911,5784,19493,28995
3353137382,29278,29186,27123,29182
3353199882,434,5837,8874,5849
3353262382,275,5757,11758,5777
3353324881,29263,29349,29269,29249
3353387382,29287,29187,19605,14945
3353449881,277,5831,1954,5752
3353512382,276,5765,21453,14231
3353574882,29249,29249,29269,29332
3353637383,29286,15543,9322,5856
3353699883,276,5749,6009,5766
3353762384,5243,16033,29155,29329
3353824883,29239,29315,28994,29181
3353887384,6018,5836,3699,5844
3353949884,277,5760,12606,5780
3354012383,29247,29329,29269,29209
3354074883,29285,29182,21898,29178
3354137384,276,5837,2422,5844
3354199885,275,5763,20438,5792
3354262386,29269,29209,29269,29289
3354324886,29277,29179,11863,5859
3354387387,276,5834,5537,5767
3354449887,298,5779,28321,29309
3354512388,29269,29279,29282,29192
3354574889,25504,5862,5298,5845
3354637389,274,5757,11564,5781
3354699889,28559,29329,29269,29229
3354762389,29270,29192,24986,29186
3354824889,278,5837,2910,5845
3354887390,275,5765,18897,5792
3354949890,29269,29229,29269,29249
3355012391,29279,29180,15987,9298
3355074890,276,5833,5808,5760
3355137390,2118,5789,28434,29208
3355199891,29277,29186,25651,28678
3355262393,23442,5883,21619,5875
3355324893,27364,5798,21891,5780
3355387394,25802,5787,21116,5783
3355449894,26322,5790,20767,5777
3355512394,26266,5795,20559,5781
3355574895,25646,5788,20353,5783
3355637395,25107,5787,20201,5779
3355699895,24502,5785,20026,5777
3355762395,23731,5783,19973,5777
3355824895,23049,5787,19875,5780
3355887396,22786,5789,19724,5782
3355949897,22214,5783,19689,5780
3356012397,21857,5783,19554,5780
3356074898,21229,5784,19485,5785
3356137398,20942,5784,19388,5779
3356199899,20596,5783,19314,5779
3356262399,20382,5783,19283,5777
3356324900,20168,5785,19237,5780
3356387400,19944,5781,19261,5782
3356449901,19634,5787,19233,5782
3356512400,19532,5784,19196,5778
3356574901,19443,5781,19216,5777
3356637401,19378,5781,19148,5783
3356699901,19310,5780,19141,5778
3356762401,19229,5779,19180,5777
3356824902,18981,5782,19132,5777
3356887402,19015,5778,19093,5781
3356949903,18982,5779,19010,5773
3357012403,18944,5782,19026,5777
3357074903,21087,5789,19854,28883
3357137403,6320,5835,13967,5854
3357199903,278,5755,13544,5774
3357262405,29260,29339,29269,29249
3357324904,29286,29188,19892,22559
3357387404,277,5830,1711,5756
3357449905,276,5761,21389,12962
3357512406,29269,29249,29269,29338
3357574906,29278,17125,9426,5860
3357637406,277,5751,5851,5766
3357699906,3695,12704,29102,29329
3357762406,29230,29324,29091,29180
3357824906,6896,5836,3823,5844
3357887407,277,5759,12404,5778
3357949908,29246,29329,29269,29209
3358012408,29284,29181,22203,29179
3358074908,277,5832,2484,5851
3358137409,276,5761,20298,5793
3358199910,29269,29209,29269,29269
3358262411,29279,29180,12308,5856
3358324912,276,5831,5476,5765
3358387413,277,5778,28142,29309
3358449913,29249,29289,29279,29192
3358512413,26173,5863,5368,5847
3358574913,275,5757,11038,5778
3358637414,27872,29317,29269,29229
3358699913,29265,29192,25416,29187
3358762413,277,5838,2976,5849
3358824913,274,5761,18345,5795
3358887413,29269,29229,29269,29249
3358949913,29278,29181,16418,11047
3359012413,275,5834,4576,5759
3359074913,275,5761,24874,5797
3359137414,29257,29207,28941,29186
3359199914,29278,29179,23364,29100
3359262413,29259,27988,22339,17750
3359324913,26687,5889,21370,5875
3359387413,26250,5795,20880,5779
3359449914,26440,5787,20617,5777
3359512415,25996,5789,20355,5782
3359574915,25294,5786,20258,5779
3359637415,24502,5785,20160,5778
3359699914,23780,5783,19995,5775
3359762414,23197,5781,19758,5775
3359824915,22483,5783,19681,5780
3359887415,21991,5781,19662,5778
3359949916,21649,5780,19547,5778
3360012416,21212,5782,19557,5777
3360074916,20872,5781,19539,5778
3360137416,20459,5782,19444,5779
3360199916,20311,5781,19423,5779
3360262416,20193,5779,19367,5776
3360324917,19911,5778,19246,5779
3360387417,19848,5782,19231,5773
3360449918,19666,5779,19188,5783
3360512419,19479,5778,19122,5774
3360574919,19296,5780,19109,5778
3360637420,19256,5781,19114,5778
3360699920,19131,5779,19115,5780
3360762421,18957,5780,19113,5774
3360824920,18889,5780,19107,5776
3360887421,18881,5780,19092,5777
3360949922,18549,5780,19058,5775
3361012421,18626,5783,19103,5777
3361074922,4291,5749,15160,5769
3361137421,277,5758,13420,5776
3361199921,29271,29339,29249,29249
3361262421,29287,29188,20430,25091
3361324922,277,5830,1662,5755
3361387421,275,5767,21243,11294
3361449922,29249,29249,29249,29344
3361512423,29285,18702,9538,5856
3361574923,276,5746,5767,5765
3361637422,3165,11370,29091,29329
3361699923,29239,29329,29118,29181
3361762424,8138,5836,3830,5844
3361824924,277,5759,12343,5779
3361887424,29245,29329,29269,29229
3361949923,29287,29181,22312,29180
3362012423,278,5833,2378,5847
3362074924,275,5766,20144,5792
3362137424,29269,29229,29269,29269
3362199924,29276,29179,12306,5858
3362262423,276,5826,5277,5761
3362324924,275,5774,27954,29289
3362387423,29249,29269,29270,29187
3362449924,26632,5863,5390,5845
3362512423,276,5755,11071,5780
3362574924,27487,29318,29269,29229
3362637425,29259,29186,25483,29179
3362699925,277,5840,2937,5846
3362762425,274,5766,18303,5795
3362824925,29249,29229,29269,29249
3362887425,29285,29186,16507,12303
3362949926,273,5837,4491,5761
3363012425,275,5767,25698,25404
3363074926,29269,29329,29128,29185
3363137425,21203,5866,13152,5861
3363199926,18783,5798,23171,5790
3363262427,24962,5788,22648,5781
3363324927,24191,5784,21253,5780
3363387428,25886,5792,21239,5777
3363449929,25621,5790,20787,5779
3363512428,25426,5790,20608,5779
3363574929,24766,5785,20486,5778
3363637430,24259,5786,20376,5780
3363699931,23930,5787,20240,5781
3363762432,23281,5788,20092,5780
3363824932,22797,5788,19905,5781
3363887433,22386,5783,19783,5779
3363949933,22005,5781,19750,5778
3364012433,21779,5783,19609,5781
3364074934,21238,5787,19424,5775
3364137434,21085,5782,19351,5778
3364199933,20830,5781,19351,5778
3364262433,20484,5783,19343,5780
3364324934,20086,5779,19224,5782
3364387434,19921,5782,19179,5774
3364449933,19701,5778,19219,5777
3364512433,19521,5777,19110,5777
3364574934,19651,5781,19068,5779
3364637435,19386,5780,19088,5777
3364699935,19324,5778,19065,5778
3364762436,19384,5779,19051,5777
3364824935,19282,5784,19039,5778
3364887436,19372,5776,18990,5779
3364949936,19253,5777,19050,5777
3365012436,19053,5779,19066,5778
3365074937,278,5745,14612,5771
3365137438,29274,29195,28879,29222
3365199937,29282,29181,23936,15876
3365262438,277,5828,4016,5756
3365324939,277,5759,19009,9330
3365387439,29269,29249,29249,29339
3365449939,29286,16615,10299,5855
3365512440,275,5746,4997,5763
3365574939,3622,12579,28894,29314
3365637439,29269,29339,29101,29190
3365699940,7359,5836,3808,5847
3365762440,277,5757,11846,5782
3365824940,29255,29329,29269,29229
3365887440,29283,29180,22327,29177
3365949941,276,5837,2209,5843
3366012441,274,5765,19709,5797
3366074941,29269,29229,29249,29289
3366137441,29283,29186,12365,5859
3366199942,276,5830,5006,5764
3366262442,276,5781,27826,29273
3366324942,29249,29269,29263,29188
3366387443,26372,5863,5307,5843
3366449943,275,5757,10845,5781
3366512444,27981,29299,29249,29229
3366574944,29261,29184,25337,29178
3366637444,279,5841,2824,5845
3366699945,275,5764,18173,5794
3366762446,29249,29229,29269,29249
3366824946,29287,29188,16423,11751
3366887447,274,5838,4456,5760
3366949946,273,5768,25718,26658
3367012447,29249,29249,29269,29268
3367074947,29275,10741,8428,5856
3367137447,275,5756,19011,5784
3367199947,10610,5779,23440,5782
3367262446,15221,5776,21024,5781
3367324947,22472,5786,21323,5779
3367387447,24986,5785,21072,5779
3367449947,26029,5789,20932,5780
3367512447,26225,5790,20801,5780
3367574947,25933,5787,20631,5779
3367637448,25526,5787,20445,5778
3367699948,24921,5786,20283,5778
3367762448,24501,5784,20215,5779
3367824949,24094,5782,20114,5778
3367887449,23659,5782,19906,5776
3367949948,23176,5785,19782,5779
3368012448,22987,5781,19692,5778
3368074948,22508,5781,19648,5780
3368137448,22410,5785,19637,5777
3368199949,22018,5780,19550,5777
3368262450,21830,5782,19551,5778
3368324951,21642,5785,19375,5779
3368387451,21393,5782,19165,5782
3368449950,21113,5781,19156,5779
3368512450,21106,5782,19150,5777
3368574951,20784,5780,19137,5779
3368637451,20584,5778,19125,5783
3368699952,20651,5785,19122,5779
3368762452,20398,5781,19174,5774
3368824953,20391,5785,19154,5778
3368887452,20307,5787,19140,5779
