time,a,b,c,d
3368949953,20263,5780,19133,5780
3369012454,20180,5778,19201,5778
3369074953,29277,29186,26556,29184
3369137454,29278,29177,21969,5872
3369199954,278,5831,3901,5749
3369262454,277,5760,18464,5791
3369324954,29269,29209,29249,29329
3369387453,29276,15914,10925,5853
3369449953,276,5748,4758,5765
3369512453,3127,11290,28697,29289
3369574954,29269,29335,29162,29189
3369637455,8404,5840,3967,5846
3369699954,275,5761,11578,5786
3369762455,29266,29329,29269,29229
3369824955,29284,29181,22574,29178
3369887456,277,5834,2209,5843
3369949955,275,5763,19504,5791
3370012455,29269,29209,29269,29269
3370074956,29278,29179,12663,5857
3370137456,277,5830,4836,5759
3370199956,275,5774,27537,29254
3370262456,29249,29269,29259,29189
3370324956,27042,5859,5584,5845
3370387456,276,5759,10547,5775
3370449957,27258,29289,29249,29229
3370512458,29258,29188,25696,29179
3370574958,279,5836,2903,5845
3370637458,275,5761,17895,5792
3370699958,29269,29229,29269,29249
3370762458,29277,29180,16816,13607
3370824958,274,5834,4401,5757
3370887458,273,5767,25542,24559
3370949958,29249,29249,29269,29298
3371012458,29286,17442,8766,5849
3371074959,273,5755,17975,5784
3371137459,9683,5786,23913,5779
3371199959,13570,5775,21008,5781
3371262460,21493,5789,21344,5781
3371324961,24885,5789,21068,5778
3371387462,25753,5795,20892,5777
3371449961,26092,5791,20647,5780
3371512462,26133,5787,20448,5781
3371574961,25744,5790,20371,5778
3371637461,25236,5788,20257,5775
3371699962,24737,5782,20119,5777
3371762462,24265,5787,20013,5780
3371824963,23927,5783,19914,5781
3371887463,23498,5785,19806,5780
3371949962,22979,5778,19710,5775
3372012463,22525,5782,19626,5779
3372074964,22334,5781,19608,5778
3372137464,22003,5782,19601,5778
3372199964,21712,5784,19544,5778
3372262464,21455,5776,19508,5780
3372324964,21300,5781,19469,5779
3372387465,21072,5782,19415,5781
3372449965,20788,5781,19325,5778
3372512465,20615,5782,19207,5777
3372574965,20466,5780,19175,5778
3372637466,20423,5778,19213,5773
3372699967,20310,5779,19075,5775
3372762467,20141,5780,18976,5778
3372824966,20078,5782,19054,5778
3372887467,19931,5780,19076,5783
3372949967,19947,5779,19115,5779
3373012467,19827,5779,19148,5778
3373074968,19662,5779,19159,5777
3373137468,19657,5782,19119,5779
3373199967,19661,5785,19075,5781
3373262468,19475,5778,19054,5779
3373324967,19331,5784,19078,5775
3373387468,19220,5779,19070,5774
3373449967,19110,5779,19006,5782
3373512467,19083,5779,18937,5779
3373574968,19043,5787,19029,5780
3373637469,18931,5780,19017,5778
3373699969,18956,5779,19015,5781
3373762470,19003,5784,19022,5779
3373824970,18855,5780,19001,5780
3373887470,18928,5780,18866,5779
3373949971,18853,5784,18860,5779
3374012471,18760,5781,18894,5781
3374074972,18789,5779,18995,5779
3374137472,18926,5782,18945,5780
3374199972,18940,5782,18910,5780
3374262472,18870,5778,18874,5785
3374324972,18910,5781,18869,5781
3374387472,18925,5779,18914,5779
3374449973,18994,5780,18916,5779
3374512473,19008,5784,18975,5780
3374574973,18892,5782,18977,5779
3374637473,18835,5782,18986,5779
3374699974,18964,5786,19049,5780
3374762474,19143,5782,19092,5782
3374824973,19175,5778,19062,5783
3374887474,19029,5783,18973,5779
3374949973,18946,5783,18997,5779
3375012474,18931,5782,19037,5779
3375074973,19048,5780,18971,5779
3375137473,18899,5781,18914,5779
3375199974,18984,5781,18925,5778
3375262473,18961,5783,19043,5779
3375324974,18913,5781,19029,5780
3375387473,18915,5777,18979,5779
3375449974,18961,5775,18965,5779
3375512474,18966,5780,18981,5778
3375574974,18912,5779,19021,5779
3375637475,19010,5779,19009,5779
3375699976,19190,5780,19000,5774
3375762476,19253,5781,18978,5777
3375824976,19163,5785,19032,5779
3375887476,19256,5781,19054,5779
3375949977,19150,5777,19144,5775
3376012477,19241,5781,19091,5783
3376074978,19118,5782,19070,5778
3376137478,19235,5783,19053,5780
3376199978,18968,5780,19010,5773
3376262478,18788,5781,19017,5779
3376324978,18874,5781,18942,5780
3376387479,18963,5782,18969,5779
3376449980,18927,5778,19016,5777
3376512480,19033,5779,19017,5777
3376574981,19038,5782,19045,5778
3376637481,19083,5780,19049,5780
3376699982,18959,5782,19098,5778
3376762482,18981,5779,19151,5778
3376824982,19065,5779,19186,5779
3376887482,19035,5778,19096,5779
3376949983,19140,5780,19163,5780
3377012482,19128,5775,19137,5780
3377074983,19152,5779,19012,5778
3377137483,19107,5779,19083,5781
3377199983,18933,5781,19081,5779
3377262483,19210,5778,19063,5782
3377324984,19205,5780,19085,5780
3377387484,19327,5781,19076,5781
3377449984,19274,5782,19099,5779
3377512484,19061,5777,19075,5777
3377574985,19120,5780,19144,5779
3377637485,19021,5780,19140,5779
3377699984,19071,5779,19142,5781
3377762484,19012,5780,19099,5779
3377824985,19016,5781,19135,5779
3377887484,19154,5784,19148,5779
3377949985,19089,5781,19128,5782
3378012485,19025,5781,19167,5777
3378074986,19037,5779,19187,5777
3378137487,19015,5778,19148,5781
3378199988,19056,5785,19232,5773
3378262489,19140,5780,19216,5781
3378324989,19179,5781,19208,5778
3378387489,19130,5784,19217,5781
3378449989,19050,5777,19173,5777
3378512489,19095,5777,19138,5779
3378574990,19159,5782,19205,5784
3378637490,19356,5777,19170,5779
3378699989,19276,5783,19155,5780
3378762489,19258,5780,19165,5778
3378824990,19403,5783,19188,5781
3378887489,19298,5785,19121,5780
3378949990,19458,5781,19085,5780
3379012490,19537,5780,19098,5781
3379074991,19480,5780,19150,5778
3379137491,19605,5783,19121,5778
3379199990,19575,5785,19051,5778
3379262490,19439,5777,19097,5777
3379324991,19306,5780,19111,5780
3379387490,19122,5780,19074,5777
3379449990,19174,5781,19108,5777
3379512491,19049,5781,19142,5777
3379574992,19118,5782,19204,5780
3379637492,19250,5780,19330,5780
3379699993,19228,5778,19193,5778
3379762493,19229,5780,19108,5778
3379824994,18953,5780,19128,5780
3379887494,19101,5785,18988,5779
3379949994,19077,5781,18957,5780
3380012495,19116,5779,18984,5778
3380074995,18999,5781,18995,5779
3380137495,18980,5785,18997,5781
3380199996,18960,5780,19018,5778
3380262496,19115,5782,19010,5780
3380324996,19053,5783,19015,5779
3380387496,19079,5784,19018,5779
3380449997,18955,5781,18991,5780
3380512497,18985,5779,18969,5779
3380574998,19161,5782,19047,5778
3380637498,19137,5780,19089,5778
3380699998,19159,5782,19075,5779
3380762498,19140,5780,19057,5778
3380824999,19138,5779,19076,5780
3380887499,19149,5781,19061,5779
3380950001,19220,5783,19029,5779
3381012499,19195,5782,19040,5779
3381075001,19243,5779,19142,5779
3381137500,19169,5781,19092,5783
3381200001,19304,5785,19080,5779
3381262500,19276,5782,19045,5779
3381325002,19161,5780,19099,5782
3381387501,19246,5778,19113,5778
3381450002,19271,5783,19112,5781
3381512502,19219,5782,19108,5777
3381575003,19394,5784,19182,5775
3381637503,19301,5779,19165,5778
3381700004,19145,5783,19238,5779
3381762503,19191,5781,19138,5778
3381825003,19232,5783,19058,5780
3381887503,19112,5781,19118,5779
3381950004,19307,5782,19176,5781
3382012504,19251,5783,19176,5780
3382075004,19232,5783,19223,5779
3382137504,19266,5782,19148,5777
3382200004,19480,5781,19088,5777
3382262503,19442,5780,19091,5781
3382325004,19449,5779,19087,5778
3382387504,19471,5781,19125,5776
3382450004,19424,5785,19170,5778
3382512504,19304,5784,19047,5779
3382575005,19397,5784,19083,5778
3382637505,19365,5780,19110,5779
3382700006,19217,5779,19069,5778
3382762505,19328,5784,19049,5779
3382825006,19241,5782,19082,5778
3382887507,19119,5781,19172,5777
3382950006,19211,5779,19113,5777
3383012507,19283,5782,19056,5779
3383075007,19271,5783,19094,5779
3383137507,19283,5781,19131,5780
3383200008,19108,5781,19117,5777
3383262508,19144,5781,19118,5777
3383325007,19189,5780,19083,5778
3383387508,19250,5779,19096,5779
3383450008,19073,5782,19110,5778
3383512509,19109,5781,19113,5779
3383575009,19058,5780,19102,5778
3383637509,19162,5781,19100,5779
3383700009,19023,5780,19085,5778
3383762510,19220,5782,19017,5773
3383825009,19246,5780,19038,5778
3383887509,19109,5781,19046,5783
3383950010,19008,5782,19068,5780
3384012511,19199,5779,19115,5779
3384075010,19316,5781,19118,5779
3384137511,19085,5782,19167,5780
3384200011,19151,5786,19204,5783
3384262511,19297,5781,19182,5777
3384325011,19375,5779,19206,5777
3384387512,19246,5782,19170,5779
3384450011,19320,5778,19141,5780
3384512512,19276,5780,19091,5779
3384575012,19203,5780,19122,5777
3384637513,19124,5781,19162,5780
3384700013,19122,5782,19180,5781
3384762513,19187,5783,19094,5780
3384825014,19300,5783,19078,5778
3384887513,19108,5778,19061,5780
3384950013,19088,5781,19108,5781
3385012514,19132,5780,19113,5782
3385075015,19153,5779,19041,5779
3385137515,19202,5780,19057,5779
3385200016,19195,5780,19083,5778
3385262516,19222,5780,19065,5779
3385325015,19256,5780,19080,5776
3385387515,19339,5781,19040,5778
3385450016,19211,5780,19043,5783
3385512516,19241,5781,19053,5782
3385575015,19278,5778,19069,5778
3385637515,19153,5780,19052,5779
3385700015,19347,5777,19071,5777
3385762515,19299,5781,19097,5778
3385825016,19344,5781,19138,5779
3385887516,19271,5779,19157,5777
3385950017,19158,5781,19078,5777
3386012517,19148,5785,19191,5780
3386075018,19259,5779,19187,5780
3386137518,19076,5778,19084,5782
3386200018,19332,5778,19073,5778
3386262518,19190,5781,19116,5781
3386325018,19322,5780,19043,5778
3386387518,19020,5783,19110,5779
3386450018,19175,5778,19170,5780
3386512519,19234,5780,19160,5779
3386575019,19265,5780,19119,5776
3386637519,19128,5777,19157,5780
3386700020,19256,5778,19135,5779
3386762521,19340,5779,19139,5777
3386825021,19280,5780,19199,5779
3386887520,19227,5780,19157,5777
3386950021,19262,5783,19119,5777
3387012520,19276,5782,19003,5781
3387075021,19303,5783,19048,5779
3387137522,19314,5779,19092,5779
3387200022,19170,5778,19092,5778
3387262523,19080,5783,19111,5783
3387325023,19164,5782,19106,5784
3387387524,19395,5783,19125,5780
3387450024,19229,5780,19064,5772
3387512525,19138,5782,19078,5779
3387575026,19228,5781,19140,5777
3387637526,19221,5781,19199,5779
3387700025,19173,5777,19129,5778
3387762526,19118,5779,19098,5778
3387825025,19066,5781,19173,5778
3387887525,19230,5781,19123,5779
3387950025,19186,5777,19097,5778
3388012525,19224,5778,19119,5779
3388075026,19309,5777,19081,5774
3388137525,19200,5780,19063,5778
3388200025,19152,5775,19037,5777
3388262525,19249,5778,19021,5778
3388325025,19270,5778,19040,5780
3388387526,19188,5777,18987,5779
3388450025,19298,5785,18966,5777
3388512526,19193,5785,18982,5778
3388575026,19184,5782,19003,5779
3388637527,19194,5782,19089,5785
3388700027,19162,5778,19115,5779
3388762527,19315,5779,19143,5780
3388825027,19262,5779,19143,5779
3388887528,19244,5783,19123,5779
3388950029,19225,5785,19148,5781
3389012528,19342,5781,19094,5778
3389075029,19354,5781,19077,5780
3389137528,19306,5780,19140,5780
3389200029,19146,5782,19140,5780
3389262529,19277,5782,19160,5772
3389325029,19197,5779,19141,5779
3389387529,19261,5782,19191,5773
3389450030,19262,5777,19201,5779
3389512531,19317,5779,19138,5783
3389575032,19270,5779,19065,5779
3389637532,19257,5780,19086,5778
3389700032,19224,5778,19113,5777
3389762532,19137,5780,19160,5781
3389825033,19116,5782,19180,5778
3389887533,19071,5781,19153,5778
3389950034,19107,5782,19131,5779
3390012535,19090,5782,19055,5779
3390075035,19161,5784,19122,5778
3390137535,19123,5777,19089,5774
3390200035,19114,5779,19087,5781
3390262535,19055,5784,19221,5779
3390325036,19182,5780,19181,5775
3390387536,19119,5778,19028,5772
3390450037,19060,5778,18934,5780
3390512538,18993,5780,18996,5778
3390575037,19013,5780,19022,5779
3390637537,18973,5781,19013,5779
3390700038,19151,5780,19077,5779
3390762538,19248,5780,19137,5780
3390825039,19210,5778,19173,5778
3390887540,19303,5782,19220,5779
3390950041,19341,5779,19207,5777
3391012540,19325,5782,19187,5781
3391075041,19175,5781,19171,5779
3391137542,19277,5780,19141,5780
3391200041,19281,5781,19016,5779
3391262541,19287,5784,18937,5779
3391325042,19358,5780,19052,5777
