=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.05.02 17:40:07 =~=~=~=~=~=~=~=~=~=~=~=
= RX Location: 3 inches away from the center of the TX (along the Z)
= Tone Frequency: 6Hz
= Baud Rate: 1 S/s
= Bit Rate: 0.5 b/s
= Sampling Frequency: 16Hz
= Encoding: Differential Manchester
=     0: Two state Changes
=     1: One State Change
=     The Two States are TONE and NO_TONE
= Columns(7):
=     sample_num: Chronological Index of Samples
=     x: Reading From the sensor on the X axis
=     y: Reading From the sensor on the Y axis
=     bit_num: Chronological Index of the Bits Sent
=     bit: The Bit Sent, 1 or 0
=     sym_num: Chronological Index of the Symbol
=     sym: The Actual Symbol, TONE(1) or NO_TONE(0)
=~=~=~=~=~=~=~=~=~=~=~==~=~=~=~=~=~=~=~=~=~=~==~=~=~=~=~=~=~=~=~=~=~==~=~=~=~
sample_num,x,y,bit_num,bit,sym_num,sym
2346,-48,43,36,0,73,0
2347,-46,40,36,0,73,0
2348,-46,41,36,0,73,0
2349,-42,34,36,0,73,0
2350,-45,40,36,0,73,0
2351,-46,39,36,0,73,0
2352,-44,43,36,0,73,0
2353,-48,39,36,0,73,0
2354,-42,34,36,0,73,0
2355,-47,38,36,0,73,0
2356,-47,39,36,0,73,0
2357,-43,34,36,0,73,0
2358,-42,41,36,0,73,0
2359,-40,39,36,0,73,0
2360,-43,39,36,0,73,0
2361,-43,38,36,0,73,0
2362,-41,38,36,0,73,0
2363,-38,38,36,0,73,0
2364,-44,38,36,0,73,0
2365,-48,37,36,0,73,0
2366,-43,36,36,0,73,0
2367,-42,41,36,0,73,0
2368,-146,47,37,0,74,1
2369,-146,45,37,0,74,1
2370,-146,44,37,0,74,1
2371,-45,37,37,0,74,1
2372,-43,41,37,0,74,1
2373,-142,47,37,0,74,1
2374,-140,45,37,0,74,1
2375,-142,48,37,0,74,1
2376,-48,41,37,0,74,1
2377,-46,39,37,0,74,1
2378,-46,37,37,0,74,1
2379,-144,47,37,0,74,1
2380,-145,46,37,0,74,1
2381,-51,39,37,0,74,1
2382,-47,36,37,0,74,1
2383,-49,42,37,0,74,1
2384,-146,45,37,0,74,1
2385,-145,46,37,0,74,1
2386,-142,46,37,0,74,1
2387,-48,42,37,0,74,1
2388,-45,36,37,0,74,1
2389,-138,47,37,0,74,1
2390,-143,47,37,0,74,1
2391,-145,44,37,0,74,1
2392,-47,39,37,0,74,1
2393,-48,38,37,0,74,1
2394,-48,38,37,0,74,1
2395,-141,47,37,0,74,1
2396,-145,49,37,0,74,1
2397,-53,39,37,0,74,1
2398,-48,34,37,0,74,1
2399,-50,41,37,0,74,1
2400,-45,40,37,0,75,0
2401,-46,40,37,0,75,0
2402,-47,35,37,0,75,0
2403,-43,35,37,0,75,0
2404,-44,37,37,0,75,0
2405,-44,39,37,0,75,0
2406,-49,35,37,0,75,0
2407,-46,43,37,0,75,0
2408,-45,41,37,0,75,0
2409,-49,40,37,0,75,0
2410,-51,41,37,0,75,0
2411,-43,45,37,0,75,0
2412,-47,37,37,0,75,0
2413,-49,41,37,0,75,0
2414,-49,41,37,0,75,0
2415,-47,36,37,0,75,0
2416,-47,40,37,0,75,0
2417,-40,34,37,0,75,0
2418,-46,40,37,0,75,0
2419,-47,40,37,0,75,0
2420,-42,44,37,0,75,0
2421,-49,36,37,0,75,0
2422,-49,40,37,0,75,0
2423,-41,39,37,0,75,0
2424,-43,39,37,0,75,0
2425,-46,44,37,0,75,0
2426,-46,35,37,0,75,0
2427,-41,42,37,0,75,0
2428,-46,42,37,0,75,0
2429,-41,37,37,0,75,0
2430,-45,37,37,0,75,0
2431,-43,35,37,0,75,0
2432,-139,46,38,0,76,1
2433,-143,43,38,0,76,1
2434,-141,49,38,0,76,1
2435,-50,41,38,0,76,1
2436,-51,40,38,0,76,1
2437,-50,44,38,0,76,1
2438,-146,47,38,0,76,1
2439,-144,44,38,0,76,1
2440,-47,38,38,0,76,1
2441,-48,38,38,0,76,1
2442,-49,42,38,0,76,1
2443,-141,44,38,0,76,1
2444,-148,48,38,0,76,1
2445,-139,46,38,0,76,1
2446,-49,35,38,0,76,1
2447,-45,38,38,0,76,1
2448,-134,48,38,0,76,1
2449,-144,46,38,0,76,1
2450,-145,48,38,0,76,1
2451,-50,39,38,0,76,1
2452,-49,33,38,0,76,1
2453,-43,40,38,0,76,1
2454,-141,45,38,0,76,1
2455,-144,45,38,0,76,1
2456,-54,38,38,0,76,1
2457,-48,34,38,0,76,1
2458,-42,36,38,0,76,1
2459,-135,46,38,0,76,1
2460,-146,48,38,0,76,1
2461,-143,47,38,0,76,1
2462,-50,40,38,0,76,1
2463,-47,38,38,0,76,1
2464,-44,39,38,0,77,0
2465,-48,41,38,0,77,0
2466,-47,37,38,0,77,0
2467,-46,37,38,0,77,0
2468,-43,35,38,0,77,0
2469,-49,42,38,0,77,0
2470,-47,41,38,0,77,0
2471,-42,38,38,0,77,0
2472,-50,41,38,0,77,0
2473,-45,42,38,0,77,0
2474,-49,43,38,0,77,0
2475,-51,42,38,0,77,0
2476,-46,39,38,0,77,0
2477,-48,41,38,0,77,0
2478,-46,40,38,0,77,0
2479,-43,39,38,0,77,0
2480,-48,39,38,0,77,0
2481,-46,42,38,0,77,0
2482,-43,35,38,0,77,0
2483,-41,40,38,0,77,0
2484,-44,32,38,0,77,0
2485,-44,43,38,0,77,0
2486,-45,40,38,0,77,0
2487,-41,44,38,0,77,0
2488,-45,35,38,0,77,0
2489,-44,37,38,0,77,0
2490,-46,42,38,0,77,0
2491,-48,36,38,0,77,0
2492,-43,40,38,0,77,0
2493,-42,40,38,0,77,0
2494,-42,41,38,0,77,0
2495,-43,41,38,0,77,0
2496,-144,46,39,0,78,1
2497,-141,43,39,0,78,1
2498,-50,41,39,0,78,1
2499,-46,39,39,0,78,1
2500,-47,39,39,0,78,1
2501,-150,49,39,0,78,1
2502,-144,49,39,0,78,1
2503,-147,48,39,0,78,1
2504,-48,35,39,0,78,1
2505,-47,39,39,0,78,1
2506,-137,44,39,0,78,1
2507,-145,43,39,0,78,1
2508,-144,46,39,0,78,1
2509,-48,38,39,0,78,1
2510,-48,38,39,0,78,1
2511,-52,38,39,0,78,1
2512,-142,45,39,0,78,1
2513,-141,47,39,0,78,1
2514,-58,40,39,0,78,1
2515,-49,43,39,0,78,1
2516,-46,37,39,0,78,1
2517,-136,50,39,0,78,1
2518,-148,51,39,0,78,1
2519,-140,49,39,0,78,1
2520,-49,40,39,0,78,1
2521,-44,40,39,0,78,1
2522,-50,37,39,0,78,1
2523,-144,47,39,0,78,1
2524,-143,46,39,0,78,1
2525,-47,35,39,0,78,1
2526,-47,33,39,0,78,1
2527,-49,40,39,0,78,1
2528,-43,40,39,0,79,0
2529,-44,37,39,0,79,0
2530,-44,33,39,0,79,0
2531,-43,34,39,0,79,0
2532,-44,38,39,0,79,0
2533,-45,39,39,0,79,0
2534,-44,38,39,0,79,0
2535,-43,36,39,0,79,0
2536,-43,41,39,0,79,0
2537,-47,40,39,0,79,0
2538,-40,39,39,0,79,0
2539,-42,39,39,0,79,0
2540,-42,40,39,0,79,0
2541,-44,39,39,0,79,0
2542,-44,39,39,0,79,0
2543,-46,42,39,0,79,0
2544,-44,40,39,0,79,0
2545,-49,40,39,0,79,0
2546,-46,35,39,0,79,0
2547,-43,39,39,0,79,0
2548,-42,35,39,0,79,0
2549,-45,38,39,0,79,0
2550,-43,37,39,0,79,0
2551,-41,40,39,0,79,0
2552,-46,39,39,0,79,0
2553,-47,37,39,0,79,0
2554,-42,41,39,0,79,0
2555,-44,36,39,0,79,0
2556,-47,42,39,0,79,0
2557,-47,38,39,0,79,0
2558,-45,40,39,0,79,0
2559,-44,39,39,0,79,0
2560,-141,45,40,0,80,1
2561,-142,49,40,0,80,1
2562,-147,45,40,0,80,1
2563,-45,41,40,0,80,1
2564,-42,41,40,0,80,1
2565,-134,45,40,0,80,1
2566,-147,43,40,0,80,1
2567,-144,46,40,0,80,1
2568,-53,33,40,0,80,1
2569,-49,38,40,0,80,1
2570,-44,38,40,0,80,1
2571,-140,48,40,0,80,1
2572,-143,47,40,0,80,1
2573,-56,35,40,0,80,1
2574,-52,40,40,0,80,1
2575,-45,39,40,0,80,1
2576,-142,49,40,0,80,1
2577,-143,47,40,0,80,1
2578,-144,51,40,0,80,1
2579,-47,42,40,0,80,1
2580,-47,40,40,0,80,1
2581,-46,38,40,0,80,1
2582,-145,47,40,0,80,1
2583,-146,48,40,0,80,1
2584,-50,36,40,0,80,1
2585,-49,37,40,0,80,1
2586,-48,40,40,0,80,1
2587,-148,44,40,0,80,1
2588,-147,45,40,0,80,1
2589,-146,46,40,0,80,1
2590,-49,39,40,0,80,1
2591,-48,41,40,0,80,1
2592,-43,38,40,0,81,0
2593,-43,37,40,0,81,0
2594,-43,35,40,0,81,0
2595,-50,42,40,0,81,0
2596,-46,37,40,0,81,0
2597,-43,38,40,0,81,0
2598,-47,36,40,0,81,0
2599,-43,42,40,0,81,0
2600,-44,40,40,0,81,0
2601,-48,41,40,0,81,0
2602,-44,41,40,0,81,0
2603,-46,39,40,0,81,0
2604,-45,37,40,0,81,0
2605,-42,40,40,0,81,0
2606,-44,40,40,0,81,0
2607,-42,41,40,0,81,0
2608,-41,38,40,0,81,0
2609,-41,32,40,0,81,0
2610,-43,44,40,0,81,0
2611,-36,39,40,0,81,0
2612,-44,40,40,0,81,0
2613,-44,38,40,0,81,0
2614,-48,43,40,0,81,0
2615,-46,39,40,0,81,0
2616,-43,40,40,0,81,0
2617,-43,41,40,0,81,0
2618,-41,44,40,0,81,0
2619,-42,38,40,0,81,0
2620,-48,43,40,0,81,0
2621,-47,36,40,0,81,0
2622,-48,43,40,0,81,0
2623,-49,37,40,0,81,0
2624,-44,40,41,1,82,0
2625,-44,40,41,1,82,0
2626,-40,40,41,1,82,0
2627,-44,41,41,1,82,0
2628,-43,41,41,1,82,0
2629,-40,37,41,1,82,0
2630,-43,41,41,1,82,0
2631,-42,40,41,1,82,0
2632,-44,39,41,1,82,0
2633,-48,41,41,1,82,0
2634,-42,35,41,1,82,0
2635,-42,43,41,1,82,0
2636,-44,39,41,1,82,0
2637,-48,41,41,1,82,0
2638,-43,40,41,1,82,0
2639,-47,40,41,1,82,0
2640,-48,40,41,1,82,0
2641,-44,44,41,1,82,0
2642,-47,36,41,1,82,0
2643,-43,39,41,1,82,0
2644,-44,41,41,1,82,0
2645,-44,39,41,1,82,0
2646,-44,34,41,1,82,0
2647,-48,39,41,1,82,0
2648,-43,37,41,1,82,0
2649,-42,41,41,1,82,0
2650,-42,35,41,1,82,0
2651,-47,40,41,1,82,0
2652,-41,40,41,1,82,0
2653,-45,38,41,1,82,0
2654,-48,38,41,1,82,0
2655,-44,44,41,1,82,0
2656,-145,44,41,1,83,1
2657,-148,47,41,1,83,1
2658,-44,41,41,1,83,1
2659,-44,40,41,1,83,1
2660,-44,38,41,1,83,1
2661,-141,47,41,1,83,1
2662,-142,46,41,1,83,1
2663,-146,44,41,1,83,1
2664,-46,34,41,1,83,1
2665,-46,41,41,1,83,1
2666,-140,46,41,1,83,1
2667,-145,46,41,1,83,1
2668,-144,48,41,1,83,1
2669,-39,40,41,1,83,1
2670,-43,37,41,1,83,1
2671,-45,37,41,1,83,1
2672,-147,50,41,1,83,1
2673,-144,47,41,1,83,1
2674,-54,36,41,1,83,1
2675,-45,37,41,1,83,1
2676,-47,34,41,1,83,1
2677,-141,44,41,1,83,1
2678,-146,43,41,1,83,1
2679,-149,46,41,1,83,1
2680,-46,39,41,1,83,1
2681,-45,40,41,1,83,1
2682,-90,46,41,1,83,1
2683,-144,49,41,1,83,1
2684,-146,47,41,1,83,1
2685,-50,39,41,1,83,1
2686,-50,39,41,1,83,1
2687,-45,40,41,1,83,1
2688,-146,46,42,1,84,1
2689,-139,45,42,1,84,1
2690,-147,44,42,1,84,1
2691,-45,40,42,1,84,1
2692,-42,40,42,1,84,1
2693,-139,45,42,1,84,1
2694,-147,45,42,1,84,1
2695,-147,45,42,1,84,1
2696,-49,37,42,1,84,1
2697,-47,38,42,1,84,1
2698,-46,39,42,1,84,1
2699,-145,49,42,1,84,1
2700,-148,46,42,1,84,1
2701,-45,38,42,1,84,1
2702,-42,39,42,1,84,1
2703,-48,37,42,1,84,1
2704,-138,47,42,1,84,1
2705,-145,44,42,1,84,1
2706,-141,43,42,1,84,1
2707,-44,43,42,1,84,1
2708,-46,40,42,1,84,1
2709,-143,49,42,1,84,1
2710,-141,43,42,1,84,1
2711,-142,44,42,1,84,1
2712,-50,35,42,1,84,1
2713,-47,39,42,1,84,1
2714,-46,40,42,1,84,1
2715,-140,53,42,1,84,1
2716,-144,46,42,1,84,1
2717,-50,39,42,1,84,1
2718,-45,38,42,1,84,1
2719,-40,39,42,1,84,1
2720,-45,40,42,1,85,0
2721,-44,41,42,1,85,0
2722,-44,41,42,1,85,0
2723,-48,40,42,1,85,0
2724,-42,40,42,1,85,0
2725,-47,43,42,1,85,0
2726,-46,39,42,1,85,0
2727,-40,38,42,1,85,0
2728,-46,39,42,1,85,0
2729,-43,38,42,1,85,0
2730,-45,40,42,1,85,0
2731,-44,33,42,1,85,0
2732,-45,41,42,1,85,0
2733,-42,38,42,1,85,0
2734,-45,39,42,1,85,0
2735,-46,40,42,1,85,0
2736,-44,36,42,1,85,0
2737,-37,47,42,1,85,0
2738,-46,37,42,1,85,0
2739,-44,39,42,1,85,0
2740,-45,36,42,1,85,0
2741,-47,42,42,1,85,0
2742,-49,42,42,1,85,0
2743,-45,39,42,1,85,0
2744,-49,38,42,1,85,0
2745,-50,37,42,1,85,0
2746,-45,40,42,1,85,0
2747,-45,38,42,1,85,0
2748,-45,36,42,1,85,0
2749,-47,39,42,1,85,0
2750,-49,38,42,1,85,0
2751,-40,38,42,1,85,0
2752,-139,48,43,0,86,1
2753,-142,46,43,0,86,1
2754,-143,46,43,0,86,1
2755,-53,40,43,0,86,1
2756,-48,38,43,0,86,1
2757,-45,40,43,0,86,1
2758,-144,49,43,0,86,1
2759,-146,49,43,0,86,1
2760,-50,41,43,0,86,1
2761,-48,40,43,0,86,1
2762,-51,43,43,0,86,1
2763,-140,45,43,0,86,1
2764,-140,46,43,0,86,1
2765,-143,45,43,0,86,1
2766,-42,38,43,0,86,1
2767,-48,38,43,0,86,1
2768,-135,48,43,0,86,1
2769,-142,48,43,0,86,1
2770,-142,45,43,0,86,1
2771,-49,39,43,0,86,1
2772,-51,36,43,0,86,1
2773,-49,41,43,0,86,1
2774,-138,47,43,0,86,1
2775,-142,49,43,0,86,1
2776,-44,41,43,0,86,1
2777,-46,38,43,0,86,1
2778,-44,38,43,0,86,1
2779,-144,47,43,0,86,1
2780,-138,50,43,0,86,1
2781,-143,52,43,0,86,1
2782,-48,44,43,0,86,1
2783,-49,39,43,0,86,1
2784,-45,34,43,0,87,0
2785,-47,40,43,0,87,0
2786,-49,39,43,0,87,0
2787,-48,38,43,0,87,0
2788,-40,40,43,0,87,0
2789,-49,41,43,0,87,0
2790,-45,37,43,0,87,0
2791,-45,40,43,0,87,0
2792,-42,44,43,0,87,0
2793,-40,40,43,0,87,0
2794,-48,40,43,0,87,0
2795,-46,35,43,0,87,0
2796,-45,40,43,0,87,0
2797,-47,35,43,0,87,0
2798,-45,39,43,0,87,0
2799,-49,40,43,0,87,0
2800,-47,41,43,0,87,0
2801,-40,38,43,0,87,0
2802,-47,41,43,0,87,0
2803,-44,41,43,0,87,0
2804,-41,39,43,0,87,0
2805,-39,38,43,0,87,0
2806,-41,33,43,0,87,0
2807,-38,39,43,0,87,0
2808,-45,42,43,0,87,0
2809,-43,40,43,0,87,0
2810,-40,37,43,0,87,0
2811,-42,34,43,0,87,0
2812,-46,36,43,0,87,0
2813,-47,41,43,0,87,0
2814,-46,38,43,0,87,0
2815,-47,38,43,0,87,0
2816,-146,45,44,0,88,1
2817,-143,45,44,0,88,1
2818,-48,39,44,0,88,1
2819,-45,35,44,0,88,1
2820,-47,41,44,0,88,1
2821,-139,48,44,0,88,1
2822,-142,46,44,0,88,1
2823,-142,47,44,0,88,1
2824,-48,37,44,0,88,1
2825,-50,39,44,0,88,1
2826,-138,43,44,0,88,1
2827,-141,43,44,0,88,1
2828,-139,46,44,0,88,1
2829,-51,39,44,0,88,1
2830,-47,39,44,0,88,1
2831,-48,37,44,0,88,1
2832,-143,48,44,0,88,1
2833,-141,51,44,0,88,1
2834,-46,41,44,0,88,1
2835,-47,37,44,0,88,1
2836,-49,40,44,0,88,1
2837,-137,45,44,0,88,1
2838,-142,46,44,0,88,1
2839,-138,51,44,0,88,1
2840,-53,35,44,0,88,1
2841,-45,41,44,0,88,1
2842,-47,41,44,0,88,1
2843,-139,44,44,0,88,1
2844,-142,47,44,0,88,1
2845,-47,39,44,0,88,1
2846,-42,39,44,0,88,1
2847,-46,41,44,0,88,1
2848,-47,35,44,0,89,0
2849,-47,38,44,0,89,0
2850,-45,40,44,0,89,0
2851,-45,38,44,0,89,0
2852,-43,40,44,0,89,0
2853,-49,40,44,0,89,0
2854,-47,40,44,0,89,0
2855,-49,39,44,0,89,0
2856,-44,40,44,0,89,0
2857,-45,38,44,0,89,0
2858,-47,39,44,0,89,0
2859,-43,40,44,0,89,0
2860,-44,40,44,0,89,0
2861,-45,38,44,0,89,0
2862,-46,38,44,0,89,0
2863,-43,41,44,0,89,0
2864,-45,39,44,0,89,0
2865,-42,38,44,0,89,0
2866,-51,36,44,0,89,0
2867,-46,38,44,0,89,0
2868,-46,37,44,0,89,0
2869,-48,39,44,0,89,0
2870,-52,42,44,0,89,0
2871,-42,44,44,0,89,0
2872,-46,41,44,0,89,0
2873,-45,37,44,0,89,0
2874,-41,40,44,0,89,0
2875,-39,37,44,0,89,0
2876,-45,41,44,0,89,0
2877,-48,34,44,0,89,0
2878,-49,42,44,0,89,0
2879,-38,40,44,0,89,0
2880,-143,46,45,0,90,1
2881,-139,47,45,0,90,1
2882,-145,46,45,0,90,1
2883,-46,41,45,0,90,1
2884,-45,41,45,0,90,1
2885,-141,46,45,0,90,1
2886,-147,48,45,0,90,1
2887,-149,44,45,0,90,1
2888,-45,38,45,0,90,1
2889,-45,40,45,0,90,1
2890,-45,37,45,0,90,1
2891,-147,50,45,0,90,1
2892,-146,47,45,0,90,1
2893,-49,40,45,0,90,1
2894,-46,40,45,0,90,1
2895,-48,43,45,0,90,1
2896,-141,47,45,0,90,1
2897,-145,48,45,0,90,1
2898,-145,46,45,0,90,1
2899,-49,40,45,0,90,1
2900,-46,39,45,0,90,1
2901,-47,35,45,0,90,1
2902,-140,46,45,0,90,1
2903,-148,43,45,0,90,1
2904,-39,36,45,0,90,1
2905,-35,37,45,0,90,1
2906,-40,38,45,0,90,1
2907,-144,48,45,0,90,1
2908,-143,49,45,0,90,1
2909,-145,51,45,0,90,1
2910,-48,40,45,0,90,1
2911,-47,38,45,0,90,1
2912,-47,40,45,0,91,0
2913,-48,37,45,0,91,0
2914,-50,40,45,0,91,0
2915,-50,41,45,0,91,0
2916,-44,44,45,0,91,0
2917,-46,40,45,0,91,0
2918,-47,38,45,0,91,0
2919,-47,44,45,0,91,0
2920,-45,36,45,0,91,0
2921,-45,38,45,0,91,0
2922,-39,36,45,0,91,0
2923,-49,44,45,0,91,0
2924,-44,39,45,0,91,0
2925,-42,39,45,0,91,0
2926,-41,42,45,0,91,0
2927,-46,39,45,0,91,0
2928,-43,38,45,0,91,0
2929,-48,41,45,0,91,0
2930,-40,41,45,0,91,0
2931,-40,40,45,0,91,0
2932,-45,39,45,0,91,0
2933,-43,36,45,0,91,0
2934,-44,35,45,0,91,0
2935,-50,35,45,0,91,0
2936,-45,37,45,0,91,0
2937,-46,38,45,0,91,0
2938,-44,37,45,0,91,0
2939,-48,35,45,0,91,0
2940,-44,38,45,0,91,0
2941,-45,36,45,0,91,0
2942,-39,43,45,0,91,0
2943,-39,39,45,0,91,0
2944,-46,41,46,1,92,0
2945,-46,37,46,1,92,0
2946,-47,40,46,1,92,0
2947,-47,39,46,1,92,0
2948,-46,39,46,1,92,0
2949,-47,35,46,1,92,0
2950,-48,40,46,1,92,0
2951,-46,40,46,1,92,0
2952,-46,42,46,1,92,0
2953,-49,36,46,1,92,0
2954,-45,34,46,1,92,0
2955,-43,40,46,1,92,0
2956,-45,44,46,1,92,0
2957,-48,37,46,1,92,0
2958,-41,44,46,1,92,0
2959,-43,44,46,1,92,0
2960,-44,36,46,1,92,0
2961,-47,41,46,1,92,0
2962,-45,37,46,1,92,0
2963,-40,36,46,1,92,0
2964,-43,36,46,1,92,0
2965,-41,34,46,1,92,0
2966,-43,42,46,1,92,0
2967,-52,37,46,1,92,0
2968,-42,40,46,1,92,0
2969,-44,36,46,1,92,0
2970,-45,39,46,1,92,0
2971,-42,37,46,1,92,0
2972,-44,34,46,1,92,0
2973,-45,41,46,1,92,0
2974,-44,39,46,1,92,0
2975,-47,36,46,1,92,0
2976,-45,38,46,1,93,1
2977,-146,46,46,1,93,1
2978,-146,46,46,1,93,1
2979,-48,38,46,1,93,1
2980,-47,34,46,1,93,1
2981,-41,39,46,1,93,1
2982,-141,47,46,1,93,1
2983,-143,43,46,1,93,1
2984,-147,51,46,1,93,1
2985,-43,44,46,1,93,1
2986,-44,38,46,1,93,1
2987,-139,48,46,1,93,1
2988,-148,47,46,1,93,1
2989,-141,46,46,1,93,1
2990,-47,40,46,1,93,1
2991,-44,39,46,1,93,1
2992,-45,38,46,1,93,1
2993,-136,47,46,1,93,1
2994,-138,45,46,1,93,1
2995,-48,40,46,1,93,1
2996,-47,42,46,1,93,1
2997,-48,42,46,1,93,1
2998,-143,45,46,1,93,1
2999,-140,49,46,1,93,1
3000,-146,48,46,1,93,1
3001,-49,44,46,1,93,1
3002,-48,40,46,1,93,1
3003,-139,47,46,1,93,1
3004,-140,46,46,1,93,1
3005,-143,49,46,1,93,1
3006,-46,40,46,1,93,1
3007,-50,35,46,1,93,1
3008,-147,48,47,1,94,1
3009,-145,44,47,1,94,1
3010,-51,34,47,1,94,1
3011,-47,38,47,1,94,1
3012,-42,38,47,1,94,1
3013,-142,46,47,1,94,1
3014,-143,47,47,1,94,1
3015,-145,48,47,1,94,1
3016,-50,39,47,1,94,1
3017,-49,39,47,1,94,1
3018,-48,43,47,1,94,1
3019,-144,48,47,1,94,1
3020,-139,51,47,1,94,1
3021,-49,36,47,1,94,1
3022,-43,38,47,1,94,1
3023,-45,40,47,1,94,1
3024,-141,47,47,1,94,1
3025,-140,44,47,1,94,1
3026,-142,46,47,1,94,1
3027,-46,40,47,1,94,1
3028,-48,34,47,1,94,1
3029,-133,46,47,1,94,1
3030,-141,48,47,1,94,1
3031,-145,49,47,1,94,1
3032,-51,41,47,1,94,1
3033,-46,41,47,1,94,1
3034,-48,38,47,1,94,1
3035,-144,45,47,1,94,1
3036,-144,47,47,1,94,1
3037,-50,36,47,1,94,1
3038,-50,33,47,1,94,1
3039,-51,39,47,1,94,1
3040,-49,39,47,1,95,0
3041,-49,37,47,1,95,0
3042,-49,37,47,1,95,0
3043,-48,37,47,1,95,0
3044,-49,39,47,1,95,0
3045,-47,40,47,1,95,0
3046,-49,36,47,1,95,0
3047,-48,37,47,1,95,0
3048,-43,38,47,1,95,0
3049,-50,40,47,1,95,0
3050,-45,35,47,1,95,0
3051,-47,39,47,1,95,0
3052,-48,39,47,1,95,0
3053,-50,39,47,1,95,0
3054,-47,39,47,1,95,0
3055,-43,39,47,1,95,0
3056,-48,46,47,1,95,0
3057,-41,39,47,1,95,0
3058,-40,40,47,1,95,0
3059,-48,38,47,1,95,0
3060,-49,36,47,1,95,0
3061,-47,35,47,1,95,0
3062,-46,39,47,1,95,0
3063,-43,38,47,1,95,0
3064,-48,39,47,1,95,0
3065,-49,40,47,1,95,0
3066,-41,40,47,1,95,0
3067,-45,38,47,1,95,0
3068,-54,39,47,1,95,0
3069,-44,35,47,1,95,0
3070,-44,38,47,1,95,0
3071,-48,39,47,1,95,0
3072,-47,40,48,1,96,0
3073,-49,38,48,1,96,0
3074,-46,36,48,1,96,0
3075,-48,38,48,1,96,0
3076,-48,35,48,1,96,0
3077,-48,40,48,1,96,0
3078,-46,41,48,1,96,0
3079,-48,37,48,1,96,0
3080,-47,39,48,1,96,0
3081,-47,39,48,1,96,0
3082,-47,41,48,1,96,0
3083,-47,40,48,1,96,0
3084,-42,36,48,1,96,0
3085,-47,40,48,1,96,0
3086,-47,37,48,1,96,0
3087,-47,40,48,1,96,0
3088,-45,35,48,1,96,0
3089,-41,36,48,1,96,0
3090,-44,40,48,1,96,0
3091,-47,42,48,1,96,0
3092,-43,43,48,1,96,0
3093,-44,42,48,1,96,0
3094,-46,39,48,1,96,0
3095,-48,41,48,1,96,0
3096,-44,39,48,1,96,0
3097,-45,35,48,1,96,0
3098,-47,39,48,1,96,0
3099,-44,40,48,1,96,0
3100,-46,39,48,1,96,0
3101,-43,37,48,1,96,0
3102,-40,43,48,1,96,0
3103,-44,41,48,1,96,0
3104,-142,45,48,1,97,1
3105,-146,47,48,1,97,1
3106,-144,44,48,1,97,1
3107,-42,41,48,1,97,1
3108,-46,34,48,1,97,1
3109,-46,36,48,1,97,1
3110,-141,49,48,1,97,1
3111,-143,53,48,1,97,1
3112,-52,37,48,1,97,1
3113,-53,40,48,1,97,1
3114,-50,39,48,1,97,1
3115,-145,45,48,1,97,1
3116,-140,48,48,1,97,1
3117,-145,43,48,1,97,1
3118,-50,38,48,1,97,1
3119,-48,34,48,1,97,1
3120,-139,44,48,1,97,1
3121,-142,45,48,1,97,1
3122,-147,46,48,1,97,1
3123,-50,36,48,1,97,1
3124,-44,39,48,1,97,1
3125,-46,44,48,1,97,1
3126,-142,46,48,1,97,1
3127,-146,47,48,1,97,1
3128,-49,34,48,1,97,1
3129,-43,40,48,1,97,1
3130,-46,39,48,1,97,1
3131,-143,47,48,1,97,1
3132,-142,47,48,1,97,1
3133,-146,48,48,1,97,1
3134,-45,39,48,1,97,1
3135,-47,41,48,1,97,1
3136,-46,40,49,1,98,1
3137,-142,44,49,1,98,1
3138,-138,43,49,1,98,1
3139,-50,38,49,1,98,1
3140,-42,41,49,1,98,1
3141,-49,34,49,1,98,1
3142,-143,49,49,1,98,1
3143,-143,47,49,1,98,1
3144,-142,49,49,1,98,1
3145,-45,40,49,1,98,1
3146,-48,40,49,1,98,1
3147,-141,46,49,1,98,1
3148,-143,49,49,1,98,1
3149,-147,48,49,1,98,1
3150,-52,35,49,1,98,1
3151,-47,44,49,1,98,1
3152,-48,36,49,1,98,1
3153,-144,48,49,1,98,1
3154,-142,45,49,1,98,1
3155,-48,32,49,1,98,1
3156,-44,40,49,1,98,1
3157,-48,38,49,1,98,1
3158,-142,45,49,1,98,1
3159,-145,46,49,1,98,1
3160,-139,46,49,1,98,1
3161,-49,38,49,1,98,1
3162,-50,40,49,1,98,1
3163,-132,47,49,1,98,1
3164,-140,50,49,1,98,1
3165,-144,47,49,1,98,1
3166,-49,39,49,1,98,1
3167,-49,40,49,1,98,1
3168,-48,44,49,1,99,0
3169,-46,36,49,1,99,0
3170,-48,40,49,1,99,0
3171,-47,37,49,1,99,0
3172,-44,40,49,1,99,0
3173,-46,40,49,1,99,0
3174,-47,44,49,1,99,0
3175,-47,40,49,1,99,0
3176,-47,34,49,1,99,0
3177,-46,44,49,1,99,0
3178,-47,37,49,1,99,0
3179,-45,39,49,1,99,0
3180,-47,43,49,1,99,0
3181,-47,40,49,1,99,0
3182,-47,40,49,1,99,0
3183,-49,38,49,1,99,0
3184,-44,39,49,1,99,0
3185,-43,44,49,1,99,0
3186,-43,38,49,1,99,0
3187,-44,39,49,1,99,0
3188,-47,37,49,1,99,0
3189,-46,40,49,1,99,0
3190,-50,39,49,1,99,0
3191,-47,43,49,1,99,0
